pc,delta_in,type,delta_out
140443297358648,128,1,3988672
140443297358662,3988672,2,-3988536
140443297358671,-3988536,1,120
140443297358671,120,1,128
140443297358648,128,1,3988416
140443297358662,3988416,2,-3988280
140443297358671,-3988280,1,120
140443297358671,120,1,3988288
140443297358662,3988288,2,-3988160
140443297358648,-3988160,1,136
140443297358671,136,1,3988152
140443297358662,3988152,2,-3988032
140443297358671,-3988032,1,128
140443297358648,128,1,136
140443297358671,136,1,3987896
140443297358662,3987896,2,-3987776
140443297358671,-3987776,1,128
140443297358648,128,1,3987776
140443297358662,3987776,2,-3987640
140443297358671,-3987640,1,120
140443297358671,120,1,3987672
140443297358662,3987672,2,152
140443297358662,152,2,-3987696
140443297358648,-3987696,1,136
140443297358671,136,1,3987640
140443297358662,3987640,2,-3987520
140443297358671,-3987520,1,128
140443297358648,128,1,3987520
140443297358662,3987520,2,-3987384
140443297358671,-3987384,1,120
140443297358671,120,1,128
140443297358648,128,1,3987264
140443297358662,3987264,2,-3987128
140443297358671,-3987128,1,120
140443297358671,120,1,3987136
140443297358662,3987136,2,-3987008
140443297358648,-3987008,1,136
140443297358671,136,1,3987000
140443297358662,3987000,2,-3986880
140443297358671,-3986880,1,128
140443297358648,128,1,136
140443297358671,136,1,3986744
140443297358662,3986744,2,-3986624
140443297358671,-3986624,1,128
140443297358648,128,1,3986624
140443297358662,3986624,2,-3986488
140443297358671,-3986488,1,120
140443297358671,120,1,3986496
140443297358662,3986496,2,-3986368
140443297358648,-3986368,1,136
140443297358671,136,1,3986360
140443297358662,3986360,2,-3986240
140443297358671,-3986240,1,3986384
140443297358662,3986384,2,-3986256
140443297358648,-3986256,1,136
140443297358671,136,1,3986232
140443297358662,3986232,2,-3986112
140443297358671,-3986112,1,128
140443297358648,128,1,136
140443297358671,136,1,3985976
140443297358662,3985976,2,-3985856
140443297358671,-3985856,1,128
140443297358648,128,1,3985904
140443297358662,3985904,2,-3985768
140443297358671,-3985768,1,3985848
140443297358662,3985848,2,-3985728
140443297358671,-3985728,1,128
140443297358648,128,1,136
140443297358671,136,1,3985592
140443297358662,3985592,2,-3985472
140443297358671,-3985472,1,3985600
140443297358662,3985600,2,-3985472
140443297358648,-3985472,1,3985600
140443297358662,3985600,2,-3985464
140443297358671,-3985464,1,120
140443297358671,120,1,128
140443297358648,128,1,3985344
140443297358662,3985344,2,-3985208
140443297358671,-3985208,1,120
140443297358671,120,1,128
140443297358648,128,1,3985104
140443297358662,3985104,2,-3984968
140443297358671,-3984968,1,3985080
140443297358662,3985080,2,-3984960
140443297358671,-3984960,1,3985088
140443297358662,3985088,2,-3984960
140443297358648,-3984960,1,136
140443297358671,136,1,120
140443297358671,120,1,3984832
140443297358662,3984832,2,-3984704
140443297358648,-3984704,1,136
140443297358671,136,1,120
140443297358671,120,1,3984576
140443297358662,3984576,2,-3984448
140443297358648,-3984448,1,136
140443297358671,136,1,120
140443297358671,120,1,3984320
140443297358662,3984320,2,-3984192
140443297358648,-3984192,1,136
140443297358671,136,1,3984184
140443297358662,3984184,2,-3984064
140443297358671,-3984064,1,128
140443297358648,128,1,136
140443297358671,136,1,3983928
140443297358662,3983928,2,-3983808
140443297358671,-3983808,1,128
140443297358648,128,1,136
140443297358671,136,1,3983672
140443297358662,3983672,2,-3983552
140443297358671,-3983552,1,128
140443297358648,128,1,136
140443297358671,136,1,3983416
140443297358662,3983416,2,-3983296
140443297358671,-3983296,1,128
140443297358648,128,1,136
140443297358671,136,1,3983160
140443297358662,3983160,2,-3983040
140443297358671,-3983040,1,128
140443297358648,128,1,136
140443297358671,136,1,3982904
140443297358662,3982904,2,-3982784
140443297358671,-3982784,1,128
140443297358648,128,1,136
140443297358671,136,1,3982648
140443297358662,3982648,2,-3982528
140443297358671,-3982528,1,3982688
140443297358662,3982688,2,-3982560
140443297358648,-3982560,1,3982688
140443297358662,3982688,2,-3982552
140443297358671,-3982552,1,120
140443297358671,120,1,3982528
140443297358662,3982528,2,-3982400
140443297358648,-3982400,1,3982528
140443297358662,3982528,2,-3982392
140443297358671,-3982392,1,3982520
140443297358662,3982520,2,-3982400
140443297358671,-3982400,1,128
140443297358648,128,1,3982400
140443297358662,3982400,2,-3982264
140443297358671,-3982264,1,3982520
140443297358662,3982520,2,-3982400
140443297358671,-3982400,1,128
140443297358648,128,1,3982408
140443297358662,3982408,2,-3982272
140443297358671,-3982272,1,120
140443297358671,120,1,3982272
140443297358662,3982272,2,-3982144
140443297358648,-3982144,1,136
140443297358671,136,1,120
140443297358671,120,1,3982016
140443297358662,3982016,2,-3981888
140443297358648,-3981888,1,136
140443297358671,136,1,120
140443297358671,120,1,3981760
140443297358662,3981760,2,-3981632
140443297358648,-3981632,1,136
140443297358671,136,1,120
140443297358671,120,1,3981504
140443297358662,3981504,2,-3981376
140443297358648,-3981376,1,136
140443297358671,136,1,3981368
140443297358662,3981368,2,-3981248
140443297358671,-3981248,1,128
140443297358648,128,1,136
140443297358671,136,1,3981112
140443297358662,3981112,2,-3980992
140443297358671,-3980992,1,128
140443297358648,128,1,136
140443297358671,136,1,3980856
140443297358662,3980856,2,-3980736
140443297358671,-3980736,1,128
140443297358648,128,1,136
140443297358671,136,1,3980600
140443297358662,3980600,2,-3980480
140443297358671,-3980480,1,128
140443297358648,128,1,136
140443297358671,136,1,3980344
140443297358662,3980344,2,-3980224
140443297358671,-3980224,1,128
140443297358648,128,1,136
140443297358671,136,1,3980088
140443297358662,3980088,2,-3979968
140443297358671,-3979968,1,128
140443297358648,128,1,136
140443297358671,136,1,3979832
140443297358662,3979832,2,-3979712
140443297358671,-3979712,1,3980040
140443297358662,3980040,2,-3979912
140443297358648,-3979912,1,136
140443297358671,136,1,3979896
140443297358662,3979896,2,-3979776
140443297358671,-3979776,1,128
140443297358648,128,1,136
140443297358671,136,1,3979936
140443297358662,3979936,2,-3979816
140443297358671,-3979816,1,128
140443297358648,128,1,3979872
140443297358662,3979872,2,-3979736
140443297358671,-3979736,1,3979832
140443297358662,3979832,2,144
140443297358662,144,2,-3979856
140443297358671,-3979856,1,3979968
140443297358662,3979968,2,-3979840
140443297358648,-3979840,1,3980000
140443297358662,3980000,2,-3979864
140443297358671,-3979864,1,120
140443297358671,120,1,3979848
140443297358662,3979848,2,-3979720
140443297358648,-3979720,1,3979840
140443297358662,3979840,2,-3979704
140443297358671,-3979704,1,3979848
140443297358662,3979848,2,-3979728
140443297358671,-3979728,1,3979840
140443297358662,3979840,2,-3979712
140443297358648,-3979712,1,3979840
140443297358662,3979840,2,-3979704
140443297358671,-3979704,1,120
140443297358671,120,1,128
140443297358648,128,1,3979584
140443297358662,3979584,2,-3979448
140443297358671,-3979448,1,120
140443297358671,120,1,3979456
140443297358662,3979456,2,-3979328
140443297358648,-3979328,1,136
140443297358671,136,1,120
140443297358671,120,1,3979200
140443297358662,3979200,2,-3979072
140443297358648,-3979072,1,3979200
140443297358662,3979200,2,-3979064
140443297358671,-3979064,1,120
140443297358671,120,1,128
140443297358648,128,1,3978944
140443297358662,3978944,2,-3978808
140443297358671,-3978808,1,120
140443297358671,120,1,3978816
140443297358662,3978816,2,-3978688
140443297358648,-3978688,1,136
140443297358671,136,1,3978680
140443297358662,3978680,2,-3978560
140443297358671,-3978560,1,128
140443297358648,128,1,136
140443297358671,136,1,3978424
140443297358662,3978424,2,-3978304
140443297358671,-3978304,1,128
140443297358648,128,1,3978304
140443297358662,3978304,2,-3978168
140443297358671,-3978168,1,3978296
140443297358662,3978296,2,-3978176
140443297358671,-3978176,1,128
140443297358648,128,1,3978176
140443297358662,3978176,2,-3978040
140443297358671,-3978040,1,120
140443297358671,120,1,3978144
140443297358662,3978144,2,-3978016
140443297358648,-3978016,1,136
140443297358671,136,1,3977976
140443297358662,3977976,2,-3977856
140443297358671,-3977856,1,128
140443297358648,128,1,136
140443297358671,136,1,3977720
140443297358662,3977720,2,184
140443297358662,184,2,-3977784
140443297358671,-3977784,1,3977888
140443297358662,3977888,2,-3977760
140443297358648,-3977760,1,3980032
140443297358662,3980032,2,-3979896
140443297358671,-3979896,1,3980032
140443297358662,3980032,2,-3979912
140443297358671,-3979912,1,128
140443297358648,128,1,3979928
140443297358662,3979928,2,-3979792
140443297358671,-3979792,1,3979904
140443297358662,3979904,2,-3979784
140443297358671,-3979784,1,3979904
140443297358662,3979904,2,-3979776
140443297358648,-3979776,1,3979904
140443297358662,3979904,2,-3979768
140443297358671,-3979768,1,120
140443297358671,120,1,3979776
140443297358662,3979776,2,-3979648
140443297358648,-3979648,1,3980016
140443297358662,3980016,2,320
140443297358662,320,2,-3980200
140443297358671,-3980200,1,3980352
140443297358662,3980352,2,392
140443297358662,392,2,-3980624
140443297358671,-3980624,1,3982832
140443297358662,3982832,2,-3982704
140443297358648,-3982704,1,3982784
140443297358662,3982784,2,-3982648
140443297358671,-3982648,1,120
140443297358671,120,1,3982656
140443297358662,3982656,2,-3982528
140443297358648,-3982528,1,136
140443297358671,136,1,3982520
140443297358662,3982520,2,-3982400
140443297358671,-3982400,1,128
140443297358648,128,1,3982536
140443297358662,3982536,2,-3982400
140443297358671,-3982400,1,3982624
140443297358662,3982624,2,20976088
140443297356224,20976088,0,64
140443297356288,64,0,64
140443297356352,64,0,-24993368
140443297356363,-24993368,1,-71236
140443297356411,-71236,1,25064668
140443297356416,25064668,0,64
140443297356480,64,0,64
140443297356544,64,0,64
140443297356608,64,0,-6720
140443297349888,-6720,0,-25001195
140443297349914,-25001195,1,25001259
140443297349952,25001259,0,64
140443297350016,64,0,64
140443297350080,64,0,84
140443297350164,84,0,-3972
140443297346192,-3972,0,48
140443297346240,48,0,253
140443297346493,253,0,3
140443297346496,3,0,-192
140443297346304,-192,0,64
140443297346368,64,0,-68132192
140443297346375,-68132192,1,43053088
140443297346375,43053088,1,25080040
140443297347304,25080040,0,-25078060
140443297347319,-25078060,1,25078084
140443297347328,25078084,0,64
140443297347392,64,0,-25073252
140443297347414,-25073252,1,25073316
140443297347456,25073316,0,64
140443297347520,64,0,64
140443297347584,64,0,1944
140443297349528,1944,0,74920
140443297424448,74920,0,64
140443297424512,64,0,-74944
140443297349568,-74944,0,-1907
140443297347661,-1907,0,51
140443297347712,51,0,-711
140443297347001,-711,0,7
140443297347008,7,0,206
140443297347214,206,0,2994
140443297350208,2994,0,64
140443297350272,64,0,64
140443297350336,64,0,7782
140443297358118,7782,0,-1446
140443297356672,-1446,0,79236
140443297356669,79236,1,-78876
140443297357032,-78876,0,24
140443297357056,24,0,-24959424
140443297356304,-24959424,1,-115796
140443297356411,-115796,1,25075812
140443297357648,25075812,0,48
140443297357696,48,0,-24959936
140443297357696,-24959936,1,3975688
140443297357700,3975688,2,-3975552
140443297356304,-3975552,1,3975688
140443297357700,3975688,2,136
140443297357700,136,2,-3975704
140443297356304,-3975704,1,3975976
140443297357700,3975976,2,-4009054
140443297356363,-4009054,1,-49742
140443297356411,-49742,1,23002
140443297349914,23002,1,-43123246
140443297346375,-43123246,1,6484
140443297347319,6484,1,8532
140443297347414,8532,1,45716
140443297347455,45716,1,14540
140443297428424,14540,1,39974
140443297347588,39974,1,43035228
140443297356363,43035228,1,-44374
140443297356411,-44374,1,17418
140443297349914,17418,1,-43123398
140443297346375,-43123398,1,5560
140443297347319,5560,1,8456
140443297347414,8456,1,68120217
140443297349305,68120217,0,7
140443297349312,7,0,-2147
140443297347165,-2147,0,-18834341
140443297346375,-18834341,1,-6244664
140443297346375,-6244664,1,3240
140443297347319,3240,1,7628
140443297347414,7628,1,87400
140443297356363,87400,1,-33352
140443297356411,-33352,1,6607
140443297349914,6607,1,-43125547
140443297346375,-43125547,1,43053088
140443297346375,43053088,1,4956
140443297347319,4956,1,8848
140443297347414,8848,1,82552
140443297356363,82552,1,-64680
140443297356411,-64680,1,41291
140443297349914,41291,1,-43126399
140443297346375,-43126399,1,43053088
140443297346375,43053088,1,2900
140443297347319,2900,1,5556
140443297347414,5556,1,45620
140443297356411,45620,1,19582
140443297349914,19582,1,-43125754
140443297346375,-43125754,1,43053088
140443297346375,43053088,1,96758
140443297356363,96758,1,-53130
140443297356411,-53130,1,27548
140443297349914,27548,1,-43125096
140443297346375,-43125096,1,43053088
140443297346375,43053088,1,3656
140443297347319,3656,1,6740
140443297347414,6740,1,63366
140443297349914,63366,1,-68398
140443297347319,-68398,1,9156
140443297347414,9156,1,25023940
140443297347414,25023940,1,852
140443297429060,852,1,44842
140443297351194,44842,0,-24952986
140443297356304,-24952986,1,-35482
140443297356363,-35482,1,-74074
140443297356411,-74074,1,52746
140443297349914,52746,1,-72366
140443297347319,-72366,1,4596
140443297347414,4596,1,91218
140443297356363,91218,1,-50754
140443297356411,-50754,1,27416
140443297349914,27416,1,-43127956
140443297346375,-43127956,1,43053088
140443297346375,43053088,1,4236
140443297347319,4236,1,6988
140443297347414,6988,1,86880
140443297356363,86880,1,-51876
140443297356411,-51876,1,28897
140443297349914,28897,1,-43127197
140443297346375,-43127197,1,43053088
140443297346375,43053088,1,10008
140443297347414,10008,1,84886
140443297356363,84886,1,-76010
140443297356411,-76010,1,55751
140443297349914,55751,1,-75107
140443297346375,-75107,1,1660
140443297347319,1660,1,4428
140443297347414,4428,1,38084
140443297356411,38084,1,31214
140443297349914,31214,1,-43128874
140443297346375,-43128874,1,43053088
140443297346375,43053088,1,89210
140443297349914,89210,1,24950550
140443297428104,24950550,1,121744
140443297428288,121744,0,-25029952
140443297357032,-25029952,1,-33050
140443297356363,-33050,1,-45914
140443297356411,-45914,1,23318
140443297349914,23318,1,-71418
140443297347319,-71418,1,7472
140443297347414,7472,1,77851
140443297349914,77851,1,6156705
140443297347319,6156705,1,688
140443297347414,688,1,-6151670
140443297356363,-6151670,1,-78562
140443297356411,-78562,1,59596
140443297349914,59596,1,-74720
140443297347319,-74720,1,4180
140443297347414,4180,1,15720
140443297356411,15720,1,55181
140443297349914,55181,1,22063
140443297356363,22063,1,-40524
140443297356411,-40524,1,18690
140443297349914,18690,1,-72286
140443297347319,-72286,1,8072
140443297347414,8072,1,118744
140443297356304,118744,1,-40306
140443297349914,-40306,1,-43144710
140443297346375,-43144710,1,68093235
140443297424294,68093235,1,-24980287
140443297356411,-24980287,1,12264
140443297349914,12264,1,-70604
140443297346375,-70604,1,11856
140443297347414,11856,1,35156
140443297356411,35156,1,31188
140443297349914,31188,1,-43131808
140443297346375,-43131808,1,43053088
140443297346375,43053088,1,10484
140443297347414,10484,1,21064
140443297356411,21064,1,65266
140443297356363,65266,1,-56122
140443297356411,-56122,1,-37772
140443297347319,-37772,1,6424
140443297347414,6424,1,121704
140443297356304,121704,1,-32264
140443297356363,-32264,1,-34452
140443297356411,-34452,1,18174
140443297349914,18174,1,-77942
140443297347319,-77942,1,8724
140443297347414,8724,1,82962
140443297356363,82962,1,-62326
140443297356411,-62326,1,45431
140443297349914,45431,1,-76915
140443297347319,-76915,1,5772
140443297347414,5772,1,87418
